39,40,41,42,43,39,39,39,39,39,44,45,46,47,48,39,39,39,39,39,
39,53,54,55,56,39,49,50,39,39,57,58,59,60,61,39,39,39,39,39,
39,66,67,68,69,39,62,63,39,39,70,71,72,73,74,39,39,39,39,39,
39,79,80,81,82,49,50,39,39,39,83,84,85,86,87,39,39,39,39,39,
39,92,93,94,95,62,63,39,39,39,96,97,98,99,100,39,39,39,39,39,
39,39,6,7,39,39,39,39,39,39,39,6,7,7,39,39,39,39,39,39,
6,7,8,7,6,7,6,7,8,6,7,8,6,6,8,8,7,7,7,8,
7,6,8,6,7,6,7,6,6,6,8,7,7,8,6,6,8,8,8,8,
39,39,7,8,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,
39,39,6,7,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,
39,1,2,2,3,39,1,2,2,3,39,39,39,39,39,39,39,39,39,39,
39,14,39,39,16,8,14,39,39,16,39,39,39,39,39,39,39,39,39,39,
39,14,39,39,16,6,14,39,39,16,39,39,39,39,39,39,39,39,39,39,
39,27,28,28,29,39,27,28,28,29,39,39,39,39,39,39,39,39,39,39,
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39


0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,131,132,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,133,134,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
